"sppid";"Name";"Family";"CommonName";"Name";"Native/Invasive";"nemba";"EDRR target species (www.CTinvasives.co.za)";"Diagnostics";"Peninsula Notes"
587;"Veronica persica ";"SCRO";"Birdeye Speedwell";"Veronica persica ";"Invasive";;"not listed";"Annual, sprawling, hairy; leaf heart-shaped; flowers 4 petals, sky blue with dark veins, solitary on long stalks";"Weed of cultivation; rare; Rosebank; was Veronica tournefortii"
588;"Vicia benghalensis ";"FABA";"Narrow-leaf Purple Vetch";"Vicia benghalensis ";"Invasive";;"not listed";"Annual, climbing or trailing; leaf 7-10 pairs, ending in tendrils; flowerhead stalk shorter than leaves, axillary; flowers big, white with purple tips, sepals not pouched; pod stalkless, hairy";"Roadsides and waste areas; common; was Vicia atropurpurea"
589;"Vicia hirsuta ";"FABA";"Small Purple Vetch";"Vicia hirsuta ";"Invasive";;"not listed";"Annual, climbing or trailing; leaf 6-8 pairs, ending in tendrils; flowerhead on long stalk; flowers 1-8 in spike, minute, pale lilac, sepal teeth longer than  tube; pods downy, 2 seeded, oblong";"Fields and roadsides; common"
590;"Vicia lutea ";"FABA";"Yellow Vetch";"Vicia lutea ";"Invasive";;"not listed";"Annual, climbing or trailing; leaf ending in tendrils, downy, stipules with a dark spot; flowers 1-3 yellow-white, stalkless; pods downy";"Roadside; occasional; Kirstenbosch to Claremont, Milner Rd"
591;"Vicia sativa subsp. nigra";"FABA";"Spear-leaf Purple Vetch";"Vicia sativa subsp. nigra";"Invasive";;"not listed";"Annual, climbing or trailing; leaf robust, ending in tendrils, stipule with a dark spot; flowers solitary, axillary, purple-pink, small; pod black, not beaded, hairless ";"Fields and hill slopes; frequent"
592;"Vicia sativa subsp. sativa";"FABA";"Broad-leaf Purple Vetch";"Vicia sativa subsp. sativa";"Invasive";;"not listed";"Annual, climbing or trailing; leaf robust, ending in tendrils, stipule with a  dark spot; flowers solitary, axillary, purple-pink, large; pod yellowish, slightly beaded, hairless ";"Hedges and waste areas; occasional"
593;"Vicia tetrasperma ";"FABA";"Lentil Vetch";"Vicia tetrasperma ";"Invasive";;"not listed";"Annual, climbing or trailing; leaf robust, 3-4 pairs, ending in tendrils, almost hairless; flowerhead on long stalks, flowers pale lilac, streaked purple; pod 3-5 seeded, hairless";"Locally common; Newlands to Retreat and Constantia"
594;"Vicia villosa subsp. varia";"FABA";"Hairy Vetch";"Vicia villosa subsp. varia";"Invasive";;"not listed";"Annual, climbing or trailing; stem 4-angular; leaf robust, 5-7 pairs, ending in tendrils; flowerhead stalks longer than leaves, lax; flowers all opening together, sepals pouched at base; pod stalked";"Roadsides and waste areas; occasional; Claremont and Wynberg; was V. varia"
595;"Vinca major ";"APOC";"Greater Periwinkle";"Vinca major ";"Invasive";;"not listed";"Evergreen undershrub; hairless; stems erect and spreading-rooting; leaves leathery, hairless but fringed at X10; flowers on erect stems, solitary, 40-50mm long, blue-violet, 5 joined petals, sepals fringed; seldom seeding";"Under trees and in shade; abundant; on east side of mountains; spreading vegetatively"
596;"Viola arvensis ";"VIOL";"Field Pansy";"Viola arvensis ";"Invasive";;"not listed";"Annual, low, hairy; leaf semi-pinnate, end lobe lanceolate, stipule leafy; flowers single, cream, petals shorter than sepals; petal spur equalling sepal appendages";"Hillsides and cultivation; frequent"
597;"Viola odorata";"VIOL";"Sweet Pansy";"Viola odorata";"Invasive";;"not listed";"Annual, low, hairless or downy; leaf heart shaped, larger in summer, stipule leafy; flowers usually blue-violet (or yellow or white), sepals blunt";"Garden stray; Kirstenbosch and Wynberg; produces only cleistogamous flowers"
598;"Viola tricolor ";"VIOL";"Wild Pansy";"Viola tricolor ";"Invasive";;"not listed";"Annual, low, hairless or downy; leaf semi-pinnate, end lobe longer, , stipule leafy; flowers violet or yellow, petals longer than sepals; petal spur longer than sepal appendages";"Not recorded in 1950"
65;"Vitis vinifera";"VITA";"Grape Vine";"Vitis vinifera";"Invasive";;"not listed";"Woody climber; leaves palmately lobed, tendrils branching; flowers green";"From SAPIA 2010"
601;"Vulpia bromoides ";"POAC";"Fescue";"Vulpia bromoides ";"Invasive";;"not listed";"Spikelets perpendicular to stalk; lower glumes longer; ";"Disturbed rocky areas, esp. roads and streams; locally common, frequent in natural veld"
602;"Vulpia fasciculata ";"POAC";"Dune Fescue";"Vulpia fasciculata ";"Invasive";;"not listed";"Upper glume long awned";"Disturbed areas and dunes; locally common"
603;"Vulpia myuros ";"POAC";"Rats-tail Fescue";"Vulpia myuros ";"Invasive";;"not listed";"Panicle partially enclosed by upper leaf sheaths; lower glume scale like and less than half size of upper glume";"Disturbed areas esp. wet or damp, on sand; locally common; Cape Flats"
111;"Wigandia urens var. caracasan";"BORA";"Caracas Wigandia";"Wigandia urens var. caracasan";"Invasive";;"not listed";"Evergreen, robust to 3m; rusty-brown, irritant hairs; leaves large, purplish; flowers in purple racemes";"From SAPIA 2010; beware contact dermititis"
604;"Xanthium spinosum ";"ASTE";"Spiny Cocklebur";"Xanthium spinosum ";"Invasive";;"not listed";"Annual, much branched; spines 3-forked, orange; cockleburs with hooked spines";"Waste areas; occasional; Observatory to Simonstown"
605;"Xanthium strumarium ";"ASTE";"Large Cocklebur";"Xanthium strumarium ";"Invasive";;"not listed";"Annual, branched; thornless; cockleburs in clusters, with hooked spines";"Waste areas; occasional; frequent at Diep River and Athlone"
606;"Yucca gloriosa ";"AGAV";"Yucca";"Yucca gloriosa ";"Invasive";;"not listed";"Short stems bearing rosettes of leaves; leaf straight, stiff, with a sharp, brown terminal spine;  flowerhead large; flowers bell-shaped, large, pendulous, white";"Not recorded in 1950"
320;"Alsophila dregei";"CYAT";"Common Tree Fern";"Alsophila dregei";"might be extralimital must check";;;"Tree fern; Sori to 12 per pinnae, indusium cupuliform (vs. A. capensis: 1-2 at base of pinnae, indusium asymmetric)";"Not recorded in 1950; was Cyathea dregei"
393;"Hypericum lalandii";"CLUS";"Lalands St Johns Wort";"Hypericum lalandii";"might be extralimital must check";;;"Perennial;  stems 4-angled; upper leaves pressing to stem, margins rolled over; flowers yellow, petals not black dotted; many anthers, in branched, leafy heads, capsule dry";"Damp areas; rare; Skeleton Gorge"
319;"Sphaeropteris cooperi";"CYAT";"Australian Tree Fern";"Sphaeropteris cooperi";"might be extralimital must check";;;"Tree fern; fronds with brown, serrated scales (not black ro smooth), no moss-like interfrond leaflets";"Not recorded in 1950; was Cyathea cooperi"
232;"Aster subulata ";"ASTE";"Common Saltmarsh Aster";"Aster subulata ";;;;"Perennial, erect, to 2m tall, much branched; flowerheads branched; fruit ribbed";"Waste areas; occasional, apparently spreading in 1950; Observatory, Pinelands, Kirstenbosch"
69;"Banksia ericifolia var. ericifolia";"PROT";"Heath-leaf Banksia";"Banksia ericifolia var. ericifolia";;;;"Leaf erica-like, narrow, 15-20mm long; Banksia head - long and cylindrical, orange to red";"Not recorded on Peninsula"
112;"Banksia integrifolia var. integrifolia";"PROT";"Coast Banksia";"Banksia integrifolia var. integrifolia";;;;"Shrub to 25m, resprouter, leaves in whorls, toothed in juveniles, entire in adults; banksia head cylindrical, follicles open at maturity";"From SAPIA 2010; may root sucker to 4m; sandy soils"
109;"Glebionis coronarium";"ASTE";"Crown Daisy";"Glebionis coronarium";;;;"Annual, erect, to 1.5m; leaf bipinnately lobed, aromatic; heads small, yellow or white rays, rays broad, ribbed, 2-5 toothed";"From SAPIA 2010; previously in Chrysanthemum, Leucanthemum"
405;"Jussiaea angustifolia ";"ONAG";"Water Primrose";"Jussiaea angustifolia ";;;;"Perennial, prostrate; much branched, hairy when young; leaf dark green; flowers pink, solitary, axillary; sepals enlarged in fruiting";"Dry slopes at Lions Head; rare"
